Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
0ad780fb6bf4384f1d515247301fcb5c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.9886995712572381
0b090d2b9fa494bdc54959ab8f0c4f61	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	0.7386965457487134
0b0cf5c9ca69d5f51507f50a3d82c103	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999999931859129
0b1ee1bcd3c048e48a05940f34748f38	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	0.9999960991684472
0b2e5cf5a3daca18fd0ab1565dec31f3	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__dolichum	0.9999999633871688
0b37f50f0fe8ed568d03203a2cee7426	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__aldenense	0.9759025105417058
0b4d986b7e54d1e25fc7b04553aaaf43	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__clostridioforme	0.8666784902668762
0b65de4dab3d39e798ffaac9ec841596	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__producta	0.9985536383717519
0b6e5bc6bd4e77f4e4d812d60c1e34da	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.9899022097677949
0b9bafe71358a34df42c7b5df08720b8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.927411156410471
0ba4e9e24fbf19e31014970efebed8cd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.9997384200618689
0be05a25ec1ba22e25300f61f79cd423	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	0.9999999996162184
